Date,Open,High,Low,Close,Adj Close,Volume
2022-07-08,70.190002,71.519997,69.150002,71.169998,68.728645,2072100
2022-07-11,71.209999,71.910004,69.699997,69.910004,67.511871,1778900
2022-07-12,70.370003,72.080002,69.919998,70.419998,68.004372,2268400
2022-07-13,68.889999,71.750000,68.830002,71.290001,68.844528,2207700
2022-07-14,70.550003,71.449997,69.500000,71.139999,68.699669,1997300
2022-07-15,72.470001,72.580002,71.129997,72.470001,69.984055,2477200
2022-07-18,73.199997,75.250000,72.940002,73.339996,70.824203,2545300
2022-07-19,73.970001,76.489998,73.660004,75.970001,73.363991,2743700
2022-07-20,76.209999,78.339996,75.690002,78.120003,75.440231,3359000
2022-07-21,77.790001,78.230003,75.980003,78.199997,75.517494,2338500
2022-07-22,78.820000,80.080002,76.239998,76.800003,74.165520,2959200
2022-07-25,77.120003,77.279999,75.239998,75.839996,73.238441,2214900
2022-07-26,73.010002,73.540001,71.629997,72.010002,69.539833,3297100
2022-07-27,72.620003,74.870003,71.629997,74.489998,71.934753,2476300
2022-07-28,75.389999,78.400002,72.739998,77.989998,75.314697,7888400
2022-07-29,76.730003,77.610001,74.669998,76.989998,74.348999,5035200
2022-08-01,76.489998,77.940002,76.220001,76.980003,74.339348,2640800
2022-08-02,76.309998,76.449997,74.570000,74.610001,72.050636,2367100
2022-08-03,75.889999,77.070000,75.129997,75.690002,73.093597,3085300
2022-08-04,75.900002,77.970001,75.790001,76.290001,73.673004,2011100
2022-08-05,75.300003,77.000000,74.900002,76.379997,73.759926,1337200
2022-08-08,77.120003,80.489998,76.970001,78.540001,75.845825,2551900
2022-08-09,77.680000,77.980003,75.220001,76.339996,73.721298,2145300
2022-08-10,78.529999,79.739998,77.970001,78.510002,75.816856,2426800
2022-08-11,79.800003,81.519997,79.550003,80.419998,77.661339,2060100
2022-08-12,81.190002,81.309998,79.599998,80.300003,77.545456,2131600
2022-08-15,79.980003,81.430000,78.589996,81.330002,78.540123,1872300
2022-08-16,81.500000,86.480003,81.470001,84.949997,82.035942,3701900
2022-08-17,83.269997,84.459999,81.669998,82.260002,79.438217,2692600
2022-08-18,81.980003,82.449997,80.900002,82.419998,79.592735,1285400
2022-08-19,81.470001,81.669998,78.620003,79.529999,76.801865,2700900
2022-08-22,78.220001,79.000000,77.239998,77.419998,74.764244,2028300
2022-08-23,78.330002,79.879997,78.190002,78.839996,76.135536,2047900
2022-08-24,78.489998,78.959999,77.589996,77.629997,74.967041,1802000
2022-08-25,77.839996,79.370003,77.349998,78.190002,75.507843,1678100
2022-08-26,78.269997,78.580002,74.089996,74.150002,71.606430,2648300
2022-08-29,73.699997,74.519997,72.760002,73.699997,71.171852,3160800
2022-08-30,75.120003,79.309998,74.650002,74.889999,72.321037,11709400
2022-08-31,74.489998,74.519997,70.510002,70.690002,68.265114,7554200
2022-09-01,70.250000,72.019997,69.019997,71.849998,69.385315,3369500
2022-09-02,73.120003,73.120003,70.750000,71.139999,68.699669,2131500
2022-09-06,71.980003,72.150002,69.669998,71.379997,68.931435,2617500
2022-09-07,71.230003,73.309998,70.830002,73.239998,70.727631,2198000
2022-09-08,72.510002,74.760002,72.230003,74.699997,72.137550,2228700
2022-09-09,75.019997,76.660004,74.830002,76.239998,73.624725,2279200
2022-09-12,76.989998,77.870003,76.550003,77.820000,75.150520,2519800
2022-09-13,75.809998,75.820000,73.129997,73.690002,71.162201,3040100
2022-09-14,73.900002,74.220001,72.199997,73.550003,71.027008,2306700
2022-09-15,73.680000,75.080002,71.739998,72.419998,69.935760,3550600
2022-09-16,71.300003,73.000000,70.389999,72.629997,70.138557,3052900
2022-09-19,71.330002,74.050003,71.139999,73.970001,72.308701,2228200
2022-09-20,73.139999,73.239998,70.010002,70.919998,69.327202,2099300
2022-09-21,71.540001,72.440002,69.940002,69.980003,68.408318,1812300
2022-09-22,69.599998,69.629997,68.150002,68.570000,67.029984,1907300
2022-09-23,67.690002,68.849998,67.480003,68.779999,67.235268,1970700
2022-09-26,68.339996,69.750000,65.220001,65.320000,63.852970,2993900
2022-09-27,66.080002,67.580002,65.160004,65.410004,63.940952,2854200
2022-09-28,66.250000,67.860001,65.919998,67.440002,65.925362,3146100
2022-09-29,66.419998,66.419998,64.019997,65.080002,63.618362,2666300
2022-09-30,64.389999,65.540001,62.419998,63.340000,61.917442,2909900
2022-10-03,64.230003,64.959999,62.869999,63.669998,62.240028,3227000
2022-10-04,65.129997,67.629997,65.129997,67.400002,65.886253,2487800
2022-10-05,66.180000,68.580002,66.180000,67.900002,66.375023,2927800
2022-10-06,67.750000,68.000000,66.699997,66.809998,65.309502,1773000
2022-10-07,65.529999,65.790001,64.180000,64.529999,63.080715,1878200
2022-10-10,64.720001,64.820000,62.419998,63.340000,61.917442,2026100
2022-10-11,63.470001,65.400002,63.279999,63.849998,62.415985,2404100
2022-10-12,63.810001,64.150002,63.049999,63.200001,61.780586,1661900
2022-10-13,61.790001,65.000000,60.790001,64.510002,63.061165,2733800
2022-10-14,65.300003,65.699997,63.049999,63.349998,61.927216,1753700
2022-10-17,64.599998,66.410004,64.360001,65.589996,64.116905,2786500
2022-10-18,67.290001,68.699997,65.879997,66.559998,65.065125,2320200
2022-10-19,64.290001,65.379997,63.169998,63.740002,62.308456,3884200
2022-10-20,63.779999,65.400002,62.520000,62.849998,61.438446,1900700
2022-10-21,62.560001,64.230003,61.849998,63.770000,62.337784,2328700
2022-10-24,64.220001,64.980003,63.169998,63.799999,62.367107,2813600
2022-10-25,64.239998,65.800003,64.080002,65.690002,64.214661,2602100
2022-10-26,65.919998,67.470001,65.169998,65.989998,64.507919,2340400
2022-10-27,66.430000,66.680000,65.139999,65.839996,64.361290,2451000
2022-10-28,65.879997,68.449997,65.730003,68.349998,66.814919,2344500
2022-10-31,67.949997,69.309998,67.279999,68.410004,66.873573,4339000
2022-11-01,69.470001,69.970001,68.110001,68.879997,67.333015,3128000
2022-11-02,68.639999,69.230003,65.970001,66.010002,64.527473,3223500
2022-11-03,65.379997,67.650002,65.019997,67.070000,65.563667,2603900
2022-11-04,68.300003,69.550003,66.830002,68.199997,66.668282,2107000
2022-11-07,68.910004,69.449997,67.389999,68.660004,67.117966,1978500
2022-11-08,69.290001,70.669998,67.769997,68.820000,67.274361,1917700
2022-11-09,67.879997,69.129997,67.230003,67.300003,65.788506,2138300
2022-11-10,70.589996,73.309998,70.180000,72.029999,70.412270,2653900
2022-11-11,72.139999,75.440002,71.940002,74.550003,72.875679,2400400
2022-11-14,74.169998,75.580002,74.129997,74.260002,72.592194,2472000
2022-11-15,76.129997,77.480003,74.949997,75.599998,73.902092,2277400
2022-11-16,72.110001,72.110001,69.110001,69.120003,67.567627,4475900
2022-11-17,68.220001,70.080002,67.400002,70.029999,68.457184,3349800
2022-11-18,71.190002,72.180000,70.790001,72.050003,70.431824,3266500
2022-11-21,71.430000,71.510002,69.360001,70.830002,69.239220,4034800
2022-11-22,77.199997,79.959999,76.000000,79.879997,78.085968,17603100
2022-11-23,79.989998,82.389999,79.790001,82.389999,80.539597,6271000
2022-11-25,82.250000,83.290001,81.099998,81.230003,79.405655,2343600
2022-11-28,81.160004,82.540001,81.150002,82.089996,80.246330,4056100
2022-11-29,82.209999,84.529999,82.050003,84.160004,82.269852,4073600
2022-11-30,84.089996,85.650002,83.300003,85.300003,83.384239,6201000
2022-12-01,85.500000,86.760002,84.900002,86.470001,84.527962,3357700
2022-12-02,85.419998,87.139999,84.910004,86.599998,84.655037,2693100
2022-12-05,85.849998,86.839996,83.870003,84.320000,82.426247,3812200
2022-12-06,84.180000,84.620003,82.739998,83.279999,81.409599,3617500
2022-12-07,82.629997,84.139999,81.099998,81.370003,79.542503,3710100
2022-12-08,81.690002,83.860001,81.050003,83.400002,81.526909,3105800
2022-12-09,82.489998,83.330002,81.550003,81.809998,79.972618,2443100
2022-12-12,81.169998,82.730003,80.669998,82.470001,81.494400,2801100
2022-12-13,85.120003,85.440002,82.879997,84.070000,83.075478,3229600
2022-12-14,80.949997,82.709999,80.379997,80.820000,79.863922,4318300
2022-12-15,79.970001,80.949997,79.220001,80.779999,79.824394,3623200
2022-12-16,80.029999,81.139999,78.879997,79.480003,78.539780,4094800
2022-12-19,79.949997,80.989998,79.349998,79.800003,78.855988,2312200
2022-12-20,78.739998,79.779999,78.300003,79.239998,78.302612,2322600
2022-12-21,80.410004,81.000000,79.800003,80.629997,79.676163,1811000
2022-12-22,79.500000,80.580002,78.830002,80.459999,79.508179,2067900
2022-12-23,80.459999,81.449997,79.639999,81.349998,80.387650,1422100
2022-12-27,81.309998,81.949997,80.809998,81.860001,80.891617,1560100
2022-12-28,81.669998,82.699997,80.029999,80.169998,79.221611,1694600
2022-12-29,80.849998,81.639999,80.050003,81.239998,80.278954,1606700
2022-12-30,80.480003,80.800003,79.400002,80.209999,79.261139,1397200
2023-01-03,80.930000,80.930000,78.629997,80.410004,79.458778,2542200
2023-01-04,81.449997,82.959999,80.830002,81.940002,80.970673,1937300
2023-01-05,81.059998,81.660004,80.050003,81.510002,80.545761,2122400
2023-01-06,82.050003,83.330002,81.739998,83.040001,82.057663,1706300
2023-01-09,83.309998,83.510002,81.870003,82.059998,81.089249,1796400
2023-01-10,82.650002,84.279999,82.330002,84.269997,83.273102,1555000
2023-01-11,84.940002,86.889999,84.269997,85.849998,84.834419,2899000
2023-01-12,86.349998,86.699997,84.830002,86.400002,85.377914,2584100
2023-01-13,84.980003,86.510002,84.980003,85.779999,84.765244,1739000
2023-01-17,85.169998,85.500000,84.080002,84.419998,83.421333,2092900
2023-01-18,85.190002,86.440002,82.849998,82.959999,81.978607,2172600
2023-01-19,82.360001,83.000000,80.790001,81.519997,80.555634,1880900
2023-01-20,81.660004,83.000000,80.879997,82.669998,81.692032,2417300
2023-01-23,83.279999,84.720001,82.639999,84.239998,83.243462,2266400
2023-01-24,83.959999,84.980003,83.489998,83.629997,82.640678,2050600
2023-01-25,82.980003,84.029999,81.680000,84.000000,83.006302,2645600
2023-01-26,84.550003,85.290001,83.510002,83.949997,82.956894,1442800
2023-01-27,83.580002,85.480003,83.120003,85.180000,84.172340,1986400
2023-01-30,84.449997,87.000000,84.129997,86.379997,85.358147,2462700
2023-01-31,86.910004,88.730003,86.650002,88.720001,87.670464,2787600
2023-02-01,88.260002,90.129997,86.230003,89.650002,88.589462,2689700
2023-02-02,90.790001,93.320000,90.389999,91.419998,90.338524,2893300
2023-02-03,90.010002,91.330002,89.510002,90.320000,89.251541,1427900
2023-02-06,89.370003,90.269997,87.839996,87.970001,86.929337,1682700
2023-02-07,87.559998,88.019997,85.800003,87.790001,86.751465,1966500
2023-02-08,86.900002,87.760002,86.300003,86.400002,85.377914,1291000
2023-02-09,87.779999,88.110001,84.669998,84.959999,83.954948,1273400
2023-02-10,84.250000,85.580002,83.919998,85.519997,84.508316,1639700
2023-02-13,86.040001,87.489998,85.339996,87.260002,86.227737,1580000
2023-02-14,86.860001,88.720001,86.339996,88.309998,87.265312,2123500
2023-02-15,87.519997,89.190002,87.169998,88.949997,87.897743,1908000
2023-02-16,87.910004,89.230003,87.300003,88.199997,87.156616,1394500
2023-02-17,88.000000,88.220001,86.209999,86.940002,85.911522,2307300
2023-02-21,85.180000,85.180000,82.959999,83.129997,82.146591,1860200
2023-02-22,83.199997,83.830002,82.570000,83.180000,82.196007,2905100
2023-02-23,83.239998,83.860001,82.040001,83.000000,82.018135,1743900
2023-02-24,81.980003,84.400002,81.639999,83.820000,82.828430,2460900
2023-02-27,83.980003,84.820000,82.529999,82.629997,81.652504,3333000
2023-02-28,83.019997,83.930000,82.779999,83.110001,82.126831,2387500
2023-03-01,82.269997,83.120003,81.699997,82.540001,81.563576,3241000
2023-03-02,81.290001,84.279999,79.230003,80.790001,79.834274,5525700
2023-03-03,81.580002,83.419998,81.410004,83.260002,82.275055,3027800
2023-03-06,83.800003,84.309998,82.120003,82.300003,81.326416,2503700
2023-03-07,82.900002,83.580002,82.059998,82.260002,81.286888,1889400
2023-03-08,82.129997,82.260002,79.820000,81.150002,80.190018,2018500
2023-03-09,81.370003,81.580002,78.889999,79.000000,78.065453,2051400
2023-03-10,78.919998,79.639999,77.690002,78.610001,77.680069,2172200
2023-03-13,76.809998,77.480003,75.669998,75.769997,74.873657,3794700
2023-03-14,76.769997,76.879997,74.050003,74.839996,73.954659,3326700
2023-03-15,73.489998,75.570000,73.209999,75.550003,74.656265,3135300
2023-03-16,74.709999,77.349998,74.599998,77.089996,76.178040,2949800
2023-03-17,77.050003,77.279999,75.459999,76.730003,75.822311,7806000
2023-03-20,76.879997,78.730003,76.690002,78.129997,77.205742,3113100
2023-03-21,79.110001,79.480003,77.339996,77.769997,76.849998,3634100
2023-03-22,77.349998,77.989998,75.900002,75.940002,75.940002,2522200
2023-03-23,76.000000,76.660004,73.940002,74.589996,74.589996,2161000
2023-03-24,74.279999,74.930000,73.889999,74.320000,74.320000,1604000
2023-03-27,74.720001,75.010002,73.440002,73.849998,73.849998,2021900
2023-03-28,73.250000,74.720001,73.150002,73.320000,73.320000,2022300
2023-03-29,73.779999,74.889999,72.750000,74.860001,74.860001,2027000
2023-03-30,75.500000,75.769997,74.660004,75.320000,75.320000,1588300
2023-03-31,75.839996,78.379997,75.720001,78.269997,78.269997,2621500
2023-04-03,78.230003,79.120003,77.540001,78.510002,78.510002,2220800
2023-04-04,78.510002,78.989998,77.629997,77.839996,77.839996,2178300
2023-04-05,77.400002,77.400002,75.760002,76.279999,76.279999,2529900
2023-04-06,76.070000,76.070000,74.860001,75.080002,75.080002,1791300
2023-04-10,74.680000,75.680000,74.440002,74.959999,74.959999,2074100
2023-04-11,75.199997,75.839996,74.599998,75.250000,75.250000,2334800
2023-04-12,75.830002,75.919998,73.040001,73.169998,73.169998,1945000
2023-04-13,73.230003,73.690002,72.559998,73.190002,73.190002,1869000
2023-04-14,73.209999,74.879997,72.879997,73.379997,73.379997,1736300
2023-04-17,73.529999,73.739998,72.639999,73.309998,73.309998,1541500
2023-04-18,73.650002,73.989998,73.089996,73.980003,73.980003,1965800
2023-04-19,73.199997,73.480003,72.519997,72.709999,72.709999,2067800
2023-04-20,72.550003,74.029999,72.290001,72.580002,72.580002,1906600
