Date,Open,High,Low,Close,Adj Close,Volume
2022-04-21,95.790001,96.750000,93.230003,93.639999,89.331764,1643100
2022-04-22,93.150002,93.239998,90.559998,91.279999,87.080338,1955900
2022-04-25,90.550003,93.250000,89.300003,93.070000,88.787979,1648700
2022-04-26,92.779999,94.540001,91.430000,92.830002,88.559029,2719300
2022-04-27,93.370003,94.800003,91.400002,93.029999,88.749817,2296100
2022-04-28,93.580002,94.410004,91.750000,93.580002,89.274513,1441900
2022-04-29,93.050003,93.570000,89.629997,89.930000,85.792458,2125700
2022-05-02,90.000000,93.889999,88.879997,93.809998,89.493935,2066700
2022-05-03,93.389999,95.599998,92.559998,94.650002,90.295288,2029400
2022-05-04,94.260002,98.180000,93.910004,97.790001,93.290817,2336400
2022-05-05,96.279999,96.279999,91.010002,92.209999,87.967545,2258800
2022-05-06,91.690002,93.599998,89.010002,91.410004,87.204369,1976800
2022-05-09,89.820000,92.150002,89.620003,91.080002,86.889542,2681500
2022-05-10,91.650002,92.760002,87.290001,88.739998,84.657196,2847600
2022-05-11,88.980003,89.970001,83.379997,83.790001,79.934944,3045400
2022-05-12,83.889999,89.580002,83.889999,87.360001,83.340691,3235700
2022-05-13,87.080002,88.320000,85.089996,86.360001,82.386696,3076300
2022-05-16,85.699997,86.449997,82.019997,84.769997,80.869850,3024600
2022-05-17,86.000000,86.820000,81.790001,84.500000,80.612274,4333100
2022-05-18,78.739998,79.570000,74.050003,75.620003,72.140831,9389000
2022-05-19,73.989998,76.419998,72.360001,73.320000,69.946655,5333300
2022-05-20,74.000000,74.070000,69.070000,72.360001,69.030823,4858600
2022-05-23,72.360001,73.139999,69.360001,72.589996,69.250229,7655000
2022-05-24,72.980003,75.900002,71.480003,73.470001,70.089752,14827800
2022-05-25,71.010002,80.680000,70.830002,80.059998,76.376549,10136600
2022-05-26,81.239998,84.400002,81.120003,82.050003,78.274994,4552300
2022-05-27,82.230003,84.860001,82.180000,83.989998,80.125732,3316700
2022-05-31,83.769997,85.300003,81.400002,82.059998,78.284531,4923000
2022-06-01,82.629997,82.910004,79.620003,80.080002,76.395638,3363800
2022-06-02,80.559998,81.300003,79.199997,81.260002,77.521347,2228400
2022-06-03,80.519997,81.620003,80.160004,80.389999,76.691368,2296000
2022-06-06,80.629997,80.629997,79.010002,79.269997,75.622894,2568600
2022-06-07,76.669998,78.610001,75.599998,78.349998,74.745224,3447100
2022-06-08,77.779999,78.959999,76.199997,77.120003,73.571823,2775400
2022-06-09,76.629997,77.410004,74.930000,74.930000,71.482574,3137600
2022-06-10,73.320000,74.410004,72.029999,72.599998,69.259773,3738600
2022-06-13,70.410004,70.910004,68.620003,69.449997,67.067642,4405200
2022-06-14,70.000000,71.559998,69.400002,70.589996,68.168533,4571600
2022-06-15,70.839996,72.680000,70.379997,71.760002,69.298409,3347800
2022-06-16,69.550003,70.250000,67.660004,68.480003,66.130928,3848700
2022-06-17,68.019997,71.419998,68.000000,70.510002,68.091286,8384600
2022-06-21,72.070000,72.279999,70.089996,70.470001,68.052650,3271600
2022-06-22,70.320000,71.080002,69.519997,69.879997,67.482887,2728900
2022-06-23,70.120003,71.790001,70.029999,71.290001,68.844528,2421800
2022-06-24,72.099998,74.739998,71.419998,74.690002,72.127892,5060700
2022-06-27,74.980003,75.449997,71.839996,72.139999,69.665367,2562400
2022-06-28,71.720001,72.000000,68.669998,68.849998,66.488220,2590700
2022-06-29,68.290001,68.610001,66.599998,67.150002,64.846550,3337200
2022-06-30,65.809998,66.250000,64.290001,65.190002,62.953777,3485300
2022-07-01,65.790001,66.860001,65.010002,66.769997,64.479576,2866200
2022-07-05,66.110001,69.989998,65.900002,69.980003,67.579468,3260600
2022-07-06,69.809998,70.129997,67.220001,68.519997,66.169540,2645600
2022-07-07,68.730003,70.980003,68.519997,70.889999,68.458244,2355900
